Contact Type,Email,First Name,Last Name,Mailing City,Mailing Country,Mailing State/Province,Mailing Street,Mailing Zip/Postal Code,Organization Type,Phone
,Andrew.James@gmail.com,Andrew,James,Krokstadelva,Sweden,Buskerud,4608 Quam. St.,3887,One-to-One Individual,69975658
,Sean.Welch@comcast.net,Sean,Welch,Weston,United States,Massachusetts,"P.O. Box 953, 7393 Tristique Avenue",2311,One-to-One Individual,125-869-6899
Educator,Liam.Black@durhamlearning.net,Liam,Black,"West Auckland, Bishop Auckland",United Kingdom,County Durham,800-6248 Iaculis Ave,DL54 0JJ,School,62009 693832
Adult,James.Hart@gmail.com,James,Hart,New Brighton,United States,Minnesota,"Ap #472-4550 Et, St.",6089,One-to-One Individual,9864043569
,Emma.Randall@gmail.com,Emma,Randall,Esterhazy,Canada,Saskatchewan,"Ap #472-4550 Et, St.",S5A 1X4,One-to-One Individual,3576323869
Youth,Jennifer.Davidson@gmail.com,Jennifer,Davidson,Ottawa,Canada,ON,,,One-to-One Individual,(947) 434-4445
,kylie.ogden@live.com,kylie,ogden,west park,United States,Florida,Ap #333-192 Tempus Road,50465,One-to-One Individual,8433292872
Adult,Charles.Carr@comcast.net,Charles,Carr,,United States,IL,,,One-to-One Individual,6565759028
Adult,,Justin,Carr,,,,,,One-to-One Individual,
Adult,Kylie.Underwood@gmail.com,Kylie,Underwood,,,,,,One-to-One Individual,571-167-9499
,Keith.Hudson@gmail.com,Keith,Hudson,McKinney,United States,TX,341-2206 Nunc Ave,323,One-to-One Individual,+4(635)944-1411
Educator,Warren.Underwood@durhamlearning.net,Warren,Underwood,Coxhoe,United Kingdom,County Durham,341-2206 Nunc Ave,DH0 7EJ,School,1195 114 6612
Adult,,Brian,Oliver,,,,,,One-to-One Individual,
Adult,Connor.Butler@gmail.com,Connor,Butler,Monterrey,Mexico,Nuevo Leon,5069 Ornare Rd.,3399,One-to-One Individual,+32 20 1728-8624
Adult,Victoria.Poole@operationsmile.org,Victoria,Poole,,United States,CA,,,Group,
Adult,Emily.North@gmail.com,Emily,North,,,,,,One-to-One Individual,
,Frank.Graham@yahoo.com,Frank,Graham,Taylorsville,United States,Kentucky,"P.O. Box 247, 8789 Ornare. St.",12592,One-to-One Individual,021 871-6979
Adult,Blake.Gill@hotmail.com,Blake,Gill,Manitowaning,Canada,ON,"P.O. Box 247, 8789 Ornare. St.",p5p8n4,One-to-One Individual,4163966539
Adult,,Boris,Rees,,,,,,One-to-One Individual,
Adult,Gordon.Randall@gmail.com,Gordon,Randall,Hamilton,Canada,ON,259-8653 Neque. Rd.,L9K 5E9,One-to-One Individual,(542)436-5274
Corporate,Virginia.Scott@clintonfoundation.org,Virginia,Scott,NYC,USA,NY,259-8653 Neque. Rd.,81355,One-to-One Individual,
Adult,Amanda.Hunter@isd318.org,Amanda,Hunter,,,,,82221,One-to-One Individual,8-110-348-9735
Adult,Charles.Hill@bell.net,Charles,Hill,Ajax,Canada,ON,Ap #694-9734 Natoque Rd.,L9T 1L5,One-to-One Individual,(007)539-4232
Adult,Andrew.Jackson@gmail.com,Andrew,Jackson,,,,,,Government,
Youth,Kevin.Brown@icloud.com,Kevin,Brown,,,,,,One-to-One Individual,
Adult,Dylan.Arnold@hotmail.com,Dylan,Arnold,Oro Medonte,Canada,ON,334-2036 Tincidunt Av.,L0L 1T3,One-to-One Individual,(695)064-2243
Adult,Maria.Mills@gmail.com,Maria,Mills,Etobicoke,Canada,ON,334-2036 Tincidunt Av.,M0B 5E3,One-to-One Individual,510-830-0455
Youth,Blake.Cornish@gmail.com,Blake,Cornish,,,,,,One-to-One Individual,699-35099-0342
Adult,Sue.Oliver@sequoia.com,Sue,Oliver,San Jose,United States,CA,"P.O. Box 385, 7840 Imperdiet, St.",51434,One-to-One Individual,(214)695-9933
Youth,Pippa.Marshall@icloud.com,Pippa,Marshall,San Mateo,United States,CA,"P.O. Box 385, 7840 Imperdiet, St.",38524,One-to-One Individual,(705) 286-2201
Adult,David.Johnston@hotmail.com,David,Johnston,,,,,,One-to-One Individual,283-746-3192
Adult,Katherine.Terry@gmail.com,Katherine,Terry,Cote Saint-Luc,Canada,QC,Ap #906-292 Nisl Road,H8W 6A3,One-to-One Individual,(493)828-5838
Youth,Claire.Jones@icloud.com,Claire,Jones,San Mateo,United States,CA,Ap #906-292 Nisl Road,94958,One-to-One Individual,(622) 384-0397 mom Kristi
Youth,,Karen,Mackenzie,,,,,,One-to-One Individual,
,John.Miller@gmail.com,John,Miller,BRAMPTON,Canada,Ontario,2496 Feugiat Rd.,L6P 4N1,One-to-One Individual,3226551041
Corporate,Dorothy.Paterson@rockfound.org,Dorothy,Paterson,New York City,USA,New York,,,One-to-One Individual,
Adult,,Julia,Simpson,,,,,,One-to-One Individual,
,Neil.Mills@gmail.com,Neil,Mills,Elkhorn,United States,Nebraska,7965 Justo Ave,28933,One-to-One Individual,1194869685
Corporate,Sam.Short@suv.vc,Sam,Short,,,,,,One-to-One Individual,
Youth,Brian.Lambert@gmail.com,Brian,Lambert,,,,,,One-to-One Individual,841-901-1748
Educator,Evan.Blake@schools.nyc.gov,Evan,Blake,,United States,NY,,,One-to-One Individual,(976) 802-2249
Adult,Irene.Howard@hotmail.com,Irene,Howard,,,,,,One-to-One Individual,
Adult,,Hannah,Coleman,,,,,,One-to-One Individual,
,Neil.Nolan@we.org,Neil,Nolan,,Canada,,,,One-to-One Individual,401-034-5258  x 071
Corporate,Max.Davidson@onex.com,Max,Davidson,,,,,,One-to-One Individual,
Youth,Blake.Parr@icloud.com,Blake,Parr,,,,,,One-to-One Individual,068-218-1530
,Sophie.Mitchell@gmail.com,Sophie,Mitchell,,,,,,One-to-One Individual,
Adult,,Evan,Fraser,,,,,,One-to-One Individual,
Adult,,Zoe,Forsyth,,,,,,One-to-One Individual,
TBD,Jonathan.Piper@gmail.com,Jonathan,Piper,Annapolis,US,MD,"P.O. Box 330, 4352 Et, St.",43557,,
Adult,Katherine.Rutherford@live.ca,Katherine,Rutherford,Ottawa,Canada,ON,,K7S5E1,One-to-One Individual,(798) 909-2002
Adult,,Carl,Ball,,,,,,One-to-One Individual,
Educator,Blake.Simpson@neenah.k12.wi.us,Blake,Simpson,,United States,WI,,,One-to-One Individual,7122112134
Adult,Pippa.Edmunds@lefrak.com,Pippa,Edmunds,New York City,United States,NY,Ap #171-4762 Aliquam St.,37559,One-to-One Individual,
Youth,Alison.Campbell@gmail.com,Alison,Campbell,,,,,,One-to-One Individual,562-976-4298
,Gavin.Walker@gmail.com,Gavin,Walker,Columbus,United States,Ohio,315-6932 Ante Rd.,1846,One-to-One Individual,3851110298
TBD,Nathan.Murray@hotmail.com,Nathan,Murray,Erie,US,Pennsylvania,,,One-to-One Individual,9804810427
Adult,Maria.Rutherford@gmail.com,Maria,Rutherford,,,,,,One-to-One Individual,122-936-2574
,thomas.coleman@gmail.com,thomas,coleman,los angeles,United States,California,4181 Malesuada Rd.,76065,One-to-One Individual,1023836944
Youth,Gordon.May@gmail.com,Gordon,May,Oakville,Canada,ON,,L5J 6A0,One-to-One Individual,(752) 492-0642
Adult,,Peter,Clark,,,,,,One-to-One Individual,
Youth,Julia.Bower@live.com,Julia,Bower,Ottawa,Canada,ON,Ap #650-2850 Fringilla Road,K0G 8K0,One-to-One Individual,031 895 7897
Educator,Rebecca.Underwood@courts.mo.gov,Rebecca,Underwood,St. Louis,United States,MO,Ap #650-2850 Fringilla Road,82670,School,(190) 432-1636
Youth,Neil.Vaughan@gmail.com,Neil,Vaughan,,,,,,One-to-One Individual,330-069-2992
Youth,Pippa.Poole@gmail.com,Pippa,Poole,,,,,J9A 8J7,,942-014-7080
Educator,,Sally,Taylor,,,,,,School,
Youth,,Tracey,Vaughan,,,,,,One-to-One Individual,
,Ava.henderson@we.org,Ava,henderson,,Canada,,Ap #709-801 Augue Road,,One-to-One Individual,
Youth,Eric.Hodges@live.ca,Eric,Hodges,Hanover,Canada,ON,,N9N0V9,One-to-One Individual,7448772219
Adult,,William,Terry,,,,,,One-to-One Individual,
,,,Mathis,,Canada,,,,One-to-One Individual,
Youth,Vanessa.Hodges@gmail.com,Vanessa,Hodges,Ottawa,Canada,ON,6489 Eleifend. St.,K1a8r2,One-to-One Individual,(9502 398-3977
Adult,,Nicola,McLean,,,,,,One-to-One Individual,
Youth,Heather.Scott@student.rcdsb.on.ca,Heather,Scott,,,,,K0J 3G7,One-to-One Individual,475-582-4880
Adult,Boris.Metcalfe@doorknockermedia.com,Boris,Metcalfe,,,,,,One-to-One Individual,
Youth,Victor.Wilkins@gmail.com,Victor,Wilkins,,,,,,One-to-One Individual,
Youth,Theresa.Ferguson@live.com,Theresa,Ferguson,Stittsville,Canada,ON,,K7S6Z2,One-to-One Individual,(106) 554-4135
TBD,Carol.Johnston@rocketmail.com,Carol,Johnston,Stuart,US,Florida,,,One-to-One Individual,4595891479
Adult,Christian.Henderson@gmail.com,Christian,Henderson,,,,,,One-to-One Individual,957-465-7103
,,Irene,Ross,North Vancouver,Canada,British Columbia,"P.O. Box 524, 4215 Rhoncus Rd.",v4r 4l3,One-to-One Individual,689
Youth,Michelle.Parsons@rocketmail.com,Michelle,Parsons,Stuart,United States,FL,,,One-to-One Individual,(634) 311-6000
Youth,Wendy.Newman@gmail.com,Wendy,Newman,,,,,,One-to-One Individual,001-624-1217
,Liam.Piper@gmail.com,Liam,Piper,Bloomfield Hills,United States,Michigan,627-240 Rutrum. Rd.,81542,One-to-One Individual,5722877447
TBD,Joanne.Peters@gmail.com,Joanne,Peters,Chapel hill,CA,Nc,,,One-to-One Individual,510-594-2103
Adult,Emily.Peake@gmail.com,Emily,Peake,,,,,,One-to-One Individual,171-191-6557
Educator,Stewart.Terry@rdcrs.ca,Stewart,Terry,,Canada,AB,,,One-to-One Individual,4690732010
TBD,Jennifer.Hodges@shaw.ca,Jennifer,Hodges,Chilliwack,CA,BC,,,One-to-One Individual,(395) 503-9162
Adult,Joshua.Walker@gmail.com,Joshua,Walker,,,,,22343,One-to-One Individual,686-705-9862
,Brandon.Black@gmail.com,Brandon,Black,Reseda,United States,California,"P.O. Box 690, 9579 Consequat Street",82319,One-to-One Individual,3277792624
Youth,Melanie.Ross@live.ca,Melanie,Ross,Hamilton,Canada,ON,,L4k3g8,One-to-One Individual,1115303747
Youth,Max.Hunter@yahoo.com,Max,Hunter,,,,,,One-to-One Individual,770-519-3553
,Deirdre.Dowd@hotmail.com,Deirdre,Dowd,vancouver,Canada,British Columbia,3163 Sociis St.,v0m4y1,One-to-One Individual,5429932218
Corporate,Lucas.Duncan@attinc.com,Lucas,Duncan,,,,,,Corporate,
Youth,Trevor.Thomson@gmail.com,Trevor,Thomson,,,,,51293,One-to-One Individual,616-902-2247
,Liam.Bell@gmail.com,Liam,Bell,Okotoks,Canada,Alberta,7511 Interdum Rd.,T9S8K4,One-to-One Individual,2443603324
Youth,Elizabeth.Graham@gmail.com,Elizabeth,Graham,Ottawa,Canada,Ontario,,,One-to-One Individual,(708) 778-9852
Youth,Lillian.Black@mehsi.com,Lillian,Black,,,,,,One-to-One Individual,989-156-1571
Educator,Carol.Terry@schools.sunderland.gov.uk,Carol,Terry,Sunderland,United Kingdom,Tyne and Wear,"P.O. Box 393, 151 Rhoncus. Ave",SR41XU,One-to-One Individual,1346156171
Educator,Wendy.Taylor@willowsacademy.org,Wendy,Taylor,,,,,,School,(448) 680-6863
Adult,,Anne,Parr,,,,,,One-to-One Individual,
TBD,Michael.Hemmings@gmail.com,Michael,Hemmings,Sidney,CA,BC,,V5L 6C9,,(868) 304-7768
Adult,Frank.Turner@shaw.ca,Frank,Turner,Chilliwack,,BC,,Canada,One-to-One Individual,(229) 776-8767
Adult,,Sean,Taylor,,,,,,One-to-One Individual,
TBD,Thomas.Mitchell@bsd405.org,Thomas,Mitchell,Renton,Canada,Washington,3884 Ipsum. Road,54724,One-to-One Individual,2299860060
TBD,Angela.Slater@gmail.com,Angela,Slater,,,,,,One-to-One Individual,
Adult,Dan.Coleman@isd318.org,Dan,Coleman,,,,,,One-to-One Individual,9239513024
Educator,Boris.Clark@c2kni.net,Boris,Clark,Derry-Londonderry,United Kingdom,Londonderry,"721-440 Id, Av.",BT38 0JY,One-to-One Individual,7806680576
Adult,Alexander.Glover@jessenfamily.us,Alexander,Glover,,,,,,One-to-One Individual,
Adult,Lauren.Edmunds@isd318.org,Lauren,Edmunds,,,,,,One-to-One Individual,
,Victoria.Sharp@gmail.com,Victoria,Sharp,Columbus,United States,Ohio,280-6906 Fermentum Av.,491,One-to-One Individual,536509585
Youth,Alexandra.Peters@gmail.com,Alexandra,Peters,,,,,,One-to-One Individual,(158) 806-2150
Youth,Sebastian.Gill@yahoo.com,Sebastian,Gill,,,,,,One-to-One Individual,894-968-7648
,Alison.Buckland@videotron.ca,Alison,Buckland,,,,,,One-to-One Individual,
TBD,Jack.Paterson@gmail.com,Jack,Paterson,,Canada,ON,,,One-to-One Individual,713643237
Youth,,Phil,Miller,,,,,,One-to-One Individual,
,.Powell@lockwoodshop.com,,Powell,Astoria,United States,NY,"P.O. Box 785, 8269 Luctus. Ave",5285,One-to-One Individual,641-213-1239
TBD,Harry.Brown@gmail.com,Harry,Brown,,United States,CA,,,One-to-One Individual,(444) 507-4713
Adult,Hannah.Burgess@gmail.com,Hannah,Burgess,,,,,,One-to-One Individual,6684480706
Educator,Jake.Hunter@wqsb.qc.ca,Jake,Hunter,gatineau,Canada,Quebec,"576-127 Eu, Street",j4j5g0,One-to-One Individual,1074028082
Youth,Jennifer.Miller@gmail.com,Jennifer,Miller,Toronto,Canada,ON,,M7P 5N3,One-to-One Individual,(336) 205-6881
Youth,Jessica.Churchill@uahoo.com,Jessica,Churchill,,,,,,One-to-One Individual,277-334-2993
,Lillian.Paige@gmail.com,Lillian,Paige,Colleyville,United States,Texas,898-6859 Pharetra Rd.,59126,One-to-One Individual,6657725672
Youth,Audrey.King@gmail.com,Audrey,King,Toronto,Canada,ON,,M3P 5N1,One-to-One Individual,(336) 375-4346
Youth,,Sophie,Martin,,,,,,One-to-One Individual,
Educator,Felicity.Knox@sd8.bc.ca,Felicity,Knox,,Canada,BC,,,One-to-One Individual,188 041 6203
TBD,trevor.parsons@gmail.com,trevor,parsons,maple ridge,CA,BC,,,One-to-One Individual,514748633
Youth,Lucas.Cameron@gmail.com,Lucas,Cameron,,,,,,One-to-One Individual,8378543360
,blake.ferguson@gmail.com,blake,ferguson,miami,United States,Florida,171-6799 Pharetra Avenue,96521,One-to-One Individual,4695628492
Educator,Vanessa.Kerr@yahoo.com,Vanessa,Kerr,,,,,,One-to-One Individual,
Youth,Penelope.Cornish@hotmail.com,Penelope,Cornish,,,,,,One-to-One Individual,2912238766
Educator,Alison.Wright@roe3.org,Alison,Wright,,United States,IL,,,One-to-One Individual,1593256526
Educator,Olivia.Oliver@gmail.com,Olivia,Oliver,,Trinidad and Tobago,San Fernando,,,School,490-551-1373
Adult,,Victoria,Randall,,,,,,One-to-One Individual,
,evan.martin@gmail.com,evan,martin,miami,United States,Florida,"P.O. Box 618, 4636 Odio. Rd.",11059,One-to-One Individual,3123840691
Educator,Penelope.Glover@hotmail.com,Penelope,Glover,,Trinidad and Tobago,San Fernando,,,School,475-007-9714
Youth,,Carolyn,Walker,,,,,,One-to-One Individual,
,christian.parr@gmail.com,christian,parr,miami,United States,Florida,9160 Volutpat. St.,3617,One-to-One Individual,594273203
Educator,Brandon.Randall@moe.edu.tt,Brandon,Randall,,Trinidad and Tobago,San Fernando,,,School,020-344-6236
Youth,Rose.Pullman@bbbsps.org,Rose,Pullman,,,,,28707,One-to-One Individual,
,oliver.ogden@yopmail.com,oliver,ogden,miami,United States,Florida,Ap #124-6774 Nec St.,66458,One-to-One Individual,2158200890
Educator,Sarah.Bell@gmail.com,Sarah,Bell,,Trinidad and Tobago,St. Patrick,,,School,594-088-2977
Youth,,Samantha,Black,,,,,,One-to-One Individual,
,bella.berry@yopmail.com,bella,berry,miami,United States,Florida,544 Mi. St.,55034,One-to-One Individual,364241046
Educator,Lillian.Avery@gmail.com,Lillian,Avery,,Trinidad and Tobago,San Fernando,,,School,069-267-8577
Adult,Bernadette.Bailey@hotmail.com,Bernadette,Bailey,,,,,,One-to-One Individual,5028010224
Adult,Michelle.Thomson@yahoo.ca,Michelle,Thomson,,Canada,ON,,,One-to-One Individual,248-342-0998
Adult,Hannah.Skinner@we.org,Hannah,Skinner,,,,,,One-to-One Individual,
Youth,,Kevin,Knox,,,,,,One-to-One Individual,
Adult,Yvonne.Thomson@palnyc.net,Yvonne,Thomson,,,,,,One-to-One Individual,7718108196
Adult,Emma.Sharp@yahoo.com,Emma,Sharp,,Trinidad and Tobago,St. Patrick,,,School,188-267-4960
Adult,,John,King,Palmdale,United States,CA,Ap #369-9112 Eleifend. Rd.,81586,One-to-One Individual,(280) 104-4863 x162
,Victoria.Chapman@gmail.com,Victoria,Chapman,etobicoke,Canada,Ontario,Ap #369-9112 Eleifend. Rd.,M2B1Z7,One-to-One Individual,445-007-9322
Youth,Anthony.Gill@hotmail.com,Anthony,Gill,,,ON,,,One-to-One Individual,(401) 264-3455
Youth,Lisa.Bailey@tbd.com,Lisa,Bailey,,,,,,One-to-One Individual,7853554031
Adult,Warren.Kerr@schools.nyc.gov,Warren,Kerr,,United States,NY,,,One-to-One Individual,258-818-7686
Youth,Diana.Ellison@hotmail.com,Diana,Ellison,Mississauga,CA,Ontario,Ap #845-4040 Quis Ave,L1Z8R5,One-to-One Individual,3781221552
Youth,,Sebastian,Mitchell,,,,,,One-to-One Individual,
,Ruth.Welch@gmal.com,Ruth,Welch,Saco,United States,Maine,"P.O. Box 354, 4768 Rhoncus. St.",5123,One-to-One Individual,9277327556
Adult,Dorothy.Black@lakeheadu.ca,Dorothy,Black,,Canada,ON,,L3g4w1,One-to-One Individual,(234) 403-7570
Adult,Sarah.Vance@gmail.com,Sarah,Vance,,,,,,One-to-One Individual,
Youth,Adam.Quinn@yahoo.com,Adam,Quinn,Medina,United States,Minnesota,"P.O. Box 368, 5495 Dictum Avenue",34093,One-to-One Individual,6417141225
Youth,Anne.Thomson@gmail.com,Anne,Thomson,,,,,,One-to-One Individual,4155135613
Youth,Warren.Bailey@gmail.com,Warren,Bailey,,,,,,One-to-One Individual,
,Sean.Mills@gmail.com,Sean,Mills,Rochester,United States,New York,668-2356 Ac Street,22299,One-to-One Individual,34710498745
Adult,Sally.Marshall@salineschools.org,Sally,Marshall,,,,,,One-to-One Individual,
Adult,Sarah.Peters@gmail.com,Sarah,Peters,,,,,,One-to-One Individual,
,Jonathan.Roberts@aol.com,Jonathan,Roberts,Varna,United States,Illinois,797-1904 Etiam Ave,90517,One-to-One Individual,214 598 0355
Youth,Paul.May@salineschool.org,Paul,May,,,,,,One-to-One Individual,
Youth,Joanne.Robertson@gmail.com,Joanne,Robertson,,,,,,One-to-One Individual,9097560806
Youth,gordon.roberts@gmail.com,gordon,roberts,kirkland,United States,WA,170-9637 Turpis Rd.,35158,One-to-One Individual,963072613
Adult,Stephen.Butler@salineschools.org,Stephen,Butler,,,,,,One-to-One Individual,
Youth,Ava.Wilson@hotmail.com,Ava,Wilson,,,,,,One-to-One Individual,6671364113
,Evan.Ross@mail.niagara.edu,Evan,Ross,East Amherst,United States,New York,"Ap #812-9195 Consequat, Street",30707,One-to-One Individual,685-556-4729
Corporate,,Donna,Terry,Saint John,Canada,New Brunswick,,,Corporate,
Youth,Amy.Parr@gmail.com,Amy,Parr,,,,,,One-to-One Individual,339443351
,Gavin.Miller@hotmail.com,Gavin,Miller,Mississauga,Canada,Ontario,"P.O. Box 711, 3058 Malesuada Av.",L9V1E6,One-to-One Individual,2936837402
Adult,Kevin.Manning@rotherglen.com,Kevin,Manning,Oakville,Canada,Ontario,"P.O. Box 711, 3058 Malesuada Av.",L1M 4M9,One-to-One Individual,
Youth,,Christopher,Rutherford,,,,,,One-to-One Individual,8789998640
,wanda.parr@yahoo.ca,wanda,parr,ajax,Canada,Ontario,812-7756 Sociis Street,L7T 0Y8,One-to-One Individual,2642138756
TBD,Ella.Dowd@gmail.com,Ella,Dowd,,Canada,ON,,,One-to-One Individual,(950) 750-1530
Youth,Lisa.Walker@gmail.com,Lisa,Walker,,,,,,One-to-One Individual,6530578180
,BRIAN.CLARKSON@gmail.com,BRIAN,CLARKSON,WASHINGTON,United States,District of Columbia,5068 Penatibus Street,35323,One-to-One Individual,5958845617
Youth,Dominic.Lambert@hotmail.com,Dominic,Lambert,oakville,Canada,ON,,,One-to-One Individual,9518496385
Youth,Lillian.Lambert@gmail.com,Lillian,Lambert,,,,,,One-to-One Individual,7323782882
Youth,David.Lawrence@primus.ca,David,Lawrence,BRANTFORD,Canada,Ontario,9857 Magna. Street,N0R 5W1,One-to-One Individual,300-051-9839
Youth,Boris.Poole@gmail.com,Boris,Poole,Scarborough,Canada,ON,9857 Magna. Street,M2J5P4,One-to-One Individual,(580) 580-3060
Youth,Justin.Howard@gmail.com,Justin,Howard,,,,,,One-to-One Individual,426-467-2530
Adult,Tracey.Turner@tmgla.com,Tracey,Turner,Beverly Hills,United States,CA,Ap #587-3262 Arcu. Rd.,97766,One-to-One Individual,(523)918-5526
Youth,Connor.Henderson@hotmail.ca,Connor,Henderson,Oakville,Canada,ON,,L1m3n9,One-to-One Individual,3607276150
Youth,Amy.Slater@bbbsps.org,Amy,Slater,,,,,34371,One-to-One Individual,
Youth,Warren.Bond@gmail.com,Warren,Bond,North Vancouver,Canada,BC,"489 Vitae, Rd.",V0M 6A2,One-to-One Individual,(683)263-8207
Corporate,Connor.Underwood@californiacu.org,Connor,Underwood,,,,,,Corporate,
Youth,Boris.Rutherford@bbbsps.org,Boris,Rutherford,,,,,77859,One-to-One Individual,
,yvonne.henderson@yahoo.com,yvonne,henderson,salt lake city,United States,Utah,697-5392 Maecenas St.,86891,One-to-One Individual,1272607816
Adult,Isaac.Dickens@yahoo.com,Isaac,Dickens,Saint Helena,United States,CA,697-5392 Maecenas St.,3048,One-to-One Individual,
Youth,Sonia.Morrison@bbbsps.org,Sonia,Morrison,,,,,22193,One-to-One Individual,
Adult,Dan.Ince@gmail.com,Dan,Ince,North Vancouver,Canada,BC,4083 Ipsum Av.,V3L 5L1,One-to-One Individual,(676)988-8713
Youth,,Vanessa,Young,,,,,,One-to-One Individual,
Adult,Bernadette.McLean@msn.com,Bernadette,McLean,,,,,11551,One-to-One Individual,
Adult,Ella.Hughes@hotmail.com,Ella,Hughes,Port Orchard,United States,WA,"P.O. Box 583, 255 Lectus Avenue",16589,One-to-One Individual,(150)083-4269
Youth,Warren.Duncan@yahoo.com,Warren,Duncan,Toronto,Canada,ON,"P.O. Box 583, 255 Lectus Avenue",M2H1R6,One-to-One Individual,2912021527
Youth,Paul.Parsons@outlook.com,Paul,Parsons,,Canada,NS,,,One-to-One Individual,
Adult,Owen.Dickens@gmail.com,Owen,Dickens,Salt Lake City,United States,UT,"1996 In, Street",75601,One-to-One Individual,(625)291-1833
Youth,,Jessica,Ince,,,,,,One-to-One Individual,
Youth,Lily.greene@hotmail.ca,Lily,greene,,CA,SK,,S1G7G9,,(049) 573-5469 **
Adult,Lillian.McGrath@uwaterloo.ca,Lillian,McGrath,Kitchener,Canada,ON,Ap #825-2683 Curabitur Rd.,N8G 3T2,One-to-One Individual,(029)776-0389
Youth,Joe.Hunter@gmail.com,Joe,Hunter,Conception Bay South,Canada,NL,,A1W7G4,One-to-One Individual,(783) 272-3510
Adult,Bella.Langdon@gmail.com,Bella,Langdon,,,,,84244,One-to-One Individual,
Youth,Ryan.Lee@gmail.com,Ryan,Lee,Stouffville,CA,Ontario,7324 Aliquet Ave,l02a5,One-to-One Individual,1206840272
Youth,Dorothy.Marshall@icloud.com,Dorothy,Marshall,Chicago,United States,IL,,57006,One-to-One Individual,(058) 445-3344
,Neil.Edmunds@gmail.com,Neil,Edmunds,Miami,United States,Florida,6142 Turpis Avenue,6758,One-to-One Individual,6238839565
Educator,Abigail.Piper@mcpsmd.org,Abigail,Piper,"Washington, DC",United States,District of Columbia,6142 Turpis Avenue,22891,One-to-One Individual,916-479-7692
Youth,Emma.Cameron@gmail.com,Emma,Cameron,Huntington Beach,US,CA,,71958,One-to-One Individual,9511078031
